id_vente,date,client_id,produit,categorie,region,canal,quantite,prix_unitaire,remise_pct,montant_total
VNT00240,2024-02-24,CLI0003,Clavier mécanique,Périphériques,Provence-PACA,B2B Direct,15,89.99,0,1349.85
VNT00241,2024-05-30,CLI0048,Disque SSD 1TB,Stockage,Grand Est,En ligne,14,99.99,0,1399.86
VNT00242,2024-11-30,CLI0003,Hub USB-C,Connectique,Provence-PACA,Magasin,14,49.99,10,629.87
VNT00243,2024-05-20,CLI0020,Webcam HD,Vidéo,Bretagne,B2B Direct,4,79.99,15,271.97
VNT00244,2024-05-11,CLI0086,Clavier mécanique,Périphériques,Occitanie,En ligne,4,89.99,5,341.96
VNT00245,2024-06-25,CLI0156,Imprimante laser,Impression,Occitanie,En ligne,9,349.99,20,2519.93
VNT00246,2024-04-15,CLI0086,Laptop Pro,Informatique,Grand Est,Magasin,2,1299.99,15,2209.98
VNT00247,2024-07-31,CLI0076,Disque SSD 1TB,Stockage,Auvergne-Rhône-Alpes,B2B Direct,4,99.99,10,359.96
VNT00248,2024-06-02,CLI0093,Écran 4K,Affichage,Normandie,Magasin,10,449.99,5,4274.9
VNT00249,2024-12-08,CLI0152,Disque SSD 1TB,Stockage,Normandie,Revendeur,10,99.99,10,899.91
VNT00250,2024-10-22,CLI0197,Disque SSD 1TB,Stockage,Occitanie,Magasin,3,99.99,5,284.97
VNT00251,2024-09-29,CLI0174,Tablette graphique,Création,Normandie,En ligne,6,249.99,5,1424.94
VNT00252,2024-03-31,CLI0151,Hub USB-C,Connectique,Auvergne-Rhône-Alpes,B2B Direct,6,49.99,20,239.95
VNT00253,2024-09-25,CLI0105,Laptop Pro,Informatique,Provence-PACA,B2B Direct,14,1299.99,10,16379.87
VNT00254,2024-03-26,CLI0124,Disque SSD 1TB,Stockage,Normandie,B2B Direct,7,99.99,5,664.93
VNT00255,2024-04-23,CLI0004,Clavier mécanique,Périphériques,Hauts-de-France,B2B Direct,15,89.99,15,1147.37
VNT00256,2024-12-28,CLI0192,Casque audio,Audio,Normandie,B2B Direct,6,129.99,0,779.94
VNT00257,2024-04-09,CLI0175,Clavier mécanique,Périphériques,Occitanie,Magasin,14,89.99,5,1196.87
VNT00258,2024-07-26,CLI0093,Imprimante laser,Impression,Île-de-France,Magasin,10,349.99,5,3324.9
VNT00259,2024-11-15,CLI0134,Hub USB-C,Connectique,Grand Est,B2B Direct,11,49.99,20,439.91
VNT00260,2024-12-02,CLI0197,Clavier mécanique,Périphériques,Île-de-France,Revendeur,10,89.99,20,719.92
VNT00261,2024-08-28,CLI0138,Hub USB-C,Connectique,Auvergne-Rhône-Alpes,Magasin,9,49.99,10,404.92
VNT00262,2024-12-04,CLI0191,Tablette graphique,Création,Normandie,Revendeur,6,249.99,5,1424.94
VNT00263,2024-12-12,CLI0131,Disque SSD 1TB,Stockage,Hauts-de-France,Magasin,13,99.99,0,1299.87
VNT00264,2024-02-08,CLI0065,Imprimante laser,Impression,Normandie,Magasin,8,349.99,20,2239.94
VNT00265,2024-10-31,CLI0148,Casque audio,Audio,Île-de-France,Magasin,5,129.99,15,552.46
VNT00266,2024-02-03,CLI0172,Disque SSD 1TB,Stockage,Grand Est,En ligne,7,99.99,0,699.93
VNT00267,2024-11-24,CLI0188,Tablette graphique,Création,Occitanie,Revendeur,7,249.99,20,1399.94
VNT00268,2024-11-13,CLI0183,Casque audio,Audio,Provence-PACA,Magasin,9,129.99,20,935.93
VNT00269,2024-12-05,CLI0078,Souris sans fil,Périphériques,Grand Est,Magasin,4,39.99,5,151.96
VNT00270,2024-02-22,CLI0056,Écran 4K,Affichage,Auvergne-Rhône-Alpes,B2B Direct,2,449.99,5,854.98
VNT00271,2024-01-14,CLI0008,Casque audio,Audio,Hauts-de-France,Revendeur,4,129.99,20,415.97
VNT00272,2024-11-12,CLI0199,Webcam HD,Vidéo,Île-de-France,En ligne,5,79.99,0,399.95
VNT00273,2024-12-15,CLI0166,Webcam HD,Vidéo,Bretagne,B2B Direct,15,79.99,5,1139.86
VNT00274,2024-06-19,CLI0030,Webcam HD,Vidéo,Normandie,Revendeur,10,79.99,20,639.92
VNT00275,2024-12-26,CLI0040,Webcam HD,Vidéo,Provence-PACA,Magasin,7,79.99,20,447.94
VNT00276,2024-08-10,CLI0145,Imprimante laser,Impression,Grand Est,Revendeur,14,349.99,15,4164.88
VNT00277,2024-11-18,CLI0112,Tablette graphique,Création,Normandie,Magasin,5,249.99,0,1249.95
VNT00278,2024-01-17,CLI0036,Tablette graphique,Création,Auvergne-Rhône-Alpes,En ligne,6,249.99,0,1499.94
VNT00279,2024-09-13,CLI0028,Disque SSD 1TB,Stockage,Provence-PACA,B2B Direct,7,99.99,20,559.94
VNT00280,2024-11-06,CLI0156,Webcam HD,Vidéo,Île-de-France,En ligne,4,79.99,15,271.97
VNT00281,2024-05-06,CLI0079,Écran 4K,Affichage,Provence-PACA,En ligne,9,449.99,0,4049.91
VNT00282,2024-03-17,CLI0001,Imprimante laser,Impression,Bretagne,En ligne,1,349.99,0,349.99
VNT00283,2024-12-03,CLI0077,Casque audio,Audio,Occitanie,Magasin,4,129.99,0,519.96
VNT00284,2024-10-01,CLI0107,Tablette graphique,Création,Auvergne-Rhône-Alpes,Revendeur,8,249.99,10,1799.93
VNT00285,2024-02-20,CLI0179,Webcam HD,Vidéo,Bretagne,B2B Direct,9,79.99,15,611.92
VNT00286,2024-03-15,CLI0188,Tablette graphique,Création,Provence-PACA,B2B Direct,1,249.99,10,224.99
VNT00287,2024-03-25,CLI0197,Hub USB-C,Connectique,Auvergne-Rhône-Alpes,Magasin,15,49.99,15,637.37
VNT00288,2024-03-22,CLI0023,Webcam HD,Vidéo,Île-de-France,B2B Direct,12,79.99,0,959.88
VNT00289,2024-11-11,CLI0044,Laptop Pro,Informatique,Bretagne,B2B Direct,2,1299.99,15,2209.98
VNT00290,2024-08-13,CLI0078,Disque SSD 1TB,Stockage,Grand Est,Revendeur,11,99.99,5,1044.9
VNT00291,2024-02-18,CLI0183,Souris sans fil,Périphériques,Auvergne-Rhône-Alpes,Magasin,6,39.99,15,203.95
VNT00292,2024-12-22,CLI0158,Tablette graphique,Création,Île-de-France,Magasin,7,249.99,5,1662.43
VNT00293,2024-11-05,CLI0038,Casque audio,Audio,Occitanie,En ligne,8,129.99,10,935.93
VNT00294,2024-11-06,CLI0145,Laptop Pro,Informatique,Île-de-France,Magasin,8,1299.99,20,8319.94
VNT00295,2024-06-28,CLI0188,Hub USB-C,Connectique,Provence-PACA,Magasin,11,49.99,15,467.41
VNT00296,2024-02-10,CLI0113,Écran 4K,Affichage,Provence-PACA,B2B Direct,8,449.99,15,3059.93
VNT00297,2024-12-18,CLI0097,Tablette graphique,Création,Provence-PACA,B2B Direct,9,249.99,5,2137.41
VNT00298,2024-03-14,CLI0021,Tablette graphique,Création,Auvergne-Rhône-Alpes,B2B Direct,10,249.99,0,2499.9
VNT00299,2024-07-04,CLI0072,Souris sans fil,Périphériques,Île-de-France,Revendeur,1,39.99,5,37.99
VNT00300,2024-03-03,CLI0047,Hub USB-C,Connectique,Provence-PACA,B2B Direct,3,49.99,15,127.47
VNT00301,2024-08-02,CLI0105,Disque SSD 1TB,Stockage,Grand Est,Revendeur,12,99.99,15,1019.9
VNT00302,2024-02-28,CLI0124,Casque audio,Audio,Bretagne,Revendeur,3,129.99,5,370.47
VNT00303,2024-11-19,CLI0083,Disque SSD 1TB,Stockage,Auvergne-Rhône-Alpes,Magasin,14,99.99,0,1399.86
VNT00304,2024-07-08,CLI0002,Imprimante laser,Impression,Grand Est,B2B Direct,1,349.99,10,314.99
VNT00305,2024-09-15,CLI0184,Écran 4K,Affichage,Bretagne,B2B Direct,14,449.99,5,5984.87
VNT00306,2024-03-12,CLI0150,Souris sans fil,Périphériques,Provence-PACA,En ligne,5,39.99,20,159.96
VNT00307,2024-06-16,CLI0140,Écran 4K,Affichage,Bretagne,En ligne,4,449.99,0,1799.96
VNT00308,2024-04-28,CLI0073,Laptop Pro,Informatique,Occitanie,En ligne,6,1299.99,0,7799.94
VNT00309,2024-01-17,CLI0174,Souris sans fil,Périphériques,Normandie,Revendeur,8,39.99,20,255.94
VNT00310,2024-07-04,CLI0152,Casque audio,Audio,Grand Est,Revendeur,7,129.99,5,864.43
VNT00311,2024-01-24,CLI0095,Clavier mécanique,Périphériques,Normandie,Magasin,4,89.99,15,305.97
VNT00312,2024-12-20,CLI0091,Écran 4K,Affichage,Hauts-de-France,En ligne,8,449.99,20,2879.94
VNT00313,2024-06-06,CLI0168,Webcam HD,Vidéo,Île-de-France,B2B Direct,5,79.99,15,339.96
VNT00314,2024-09-04,CLI0186,Écran 4K,Affichage,Normandie,B2B Direct,11,449.99,15,4207.41
VNT00315,2024-07-05,CLI0146,Casque audio,Audio,Hauts-de-France,En ligne,12,129.99,10,1403.89
VNT00316,2024-08-01,CLI0095,Imprimante laser,Impression,Grand Est,Revendeur,15,349.99,10,4724.87
VNT00317,2024-01-09,CLI0046,Imprimante laser,Impression,Bretagne,B2B Direct,1,349.99,20,279.99
VNT00318,2024-03-16,CLI0188,Clavier mécanique,Périphériques,Île-de-France,Revendeur,10,89.99,5,854.9
VNT00319,2024-10-28,CLI0087,Tablette graphique,Création,Bretagne,Magasin,11,249.99,20,2199.91
VNT00320,2024-08-08,CLI0098,Webcam HD,Vidéo,Occitanie,Revendeur,1,79.99,0,79.99
VNT00321,2024-07-12,CLI0053,Tablette graphique,Création,Hauts-de-France,Magasin,5,249.99,0,1249.95
VNT00322,2024-03-01,CLI0051,Clavier mécanique,Périphériques,Occitanie,Revendeur,9,89.99,15,688.42
VNT00323,2024-02-19,CLI0191,Tablette graphique,Création,Provence-PACA,Revendeur,15,249.99,20,2999.88
VNT00324,2024-02-15,CLI0006,Clavier mécanique,Périphériques,Hauts-de-France,Magasin,9,89.99,5,769.41
VNT00325,2024-08-14,CLI0140,Hub USB-C,Connectique,Provence-PACA,Revendeur,8,49.99,10,359.93
VNT00326,2024-06-09,CLI0021,Webcam HD,Vidéo,Normandie,B2B Direct,10,79.99,15,679.91
VNT00327,2024-05-24,CLI0061,Souris sans fil,Périphériques,Normandie,Revendeur,7,39.99,15,237.94
VNT00328,2024-09-13,CLI0090,Disque SSD 1TB,Stockage,Grand Est,Revendeur,10,99.99,15,849.91
VNT00329,2024-04-09,CLI0144,Tablette graphique,Création,Bretagne,Magasin,12,249.99,10,2699.89
VNT00330,2024-12-14,CLI0141,Casque audio,Audio,Bretagne,En ligne,8,129.99,10,935.93
VNT00331,2024-03-15,CLI0010,Tablette graphique,Création,Auvergne-Rhône-Alpes,Revendeur,14,249.99,10,3149.87
VNT00332,2024-02-19,CLI0051,Laptop Pro,Informatique,Bretagne,En ligne,14,1299.99,20,14559.89
VNT00333,2024-09-30,CLI0141,Clavier mécanique,Périphériques,Occitanie,Magasin,9,89.99,5,769.41
VNT00334,2024-07-05,CLI0198,Hub USB-C,Connectique,Provence-PACA,Revendeur,14,49.99,5,664.87
VNT00335,2024-10-19,CLI0016,Tablette graphique,Création,Provence-PACA,En ligne,5,249.99,0,1249.95
VNT00336,2024-07-19,CLI0022,Imprimante laser,Impression,Hauts-de-France,B2B Direct,12,349.99,15,3569.9
VNT00337,2024-01-27,CLI0175,Hub USB-C,Connectique,Grand Est,En ligne,4,49.99,15,169.97
VNT00338,2024-06-10,CLI0155,Clavier mécanique,Périphériques,Île-de-France,B2B Direct,6,89.99,0,539.94
VNT00339,2024-09-14,CLI0041,Clavier mécanique,Périphériques,Provence-PACA,Magasin,6,89.99,10,485.95
VNT00340,2024-06-07,CLI0056,Imprimante laser,Impression,Grand Est,Revendeur,5,349.99,15,1487.46
VNT00341,2024-08-04,CLI0065,Souris sans fil,Périphériques,Hauts-de-France,B2B Direct,4,39.99,10,143.96
VNT00342,2024-06-27,CLI0114,Souris sans fil,Périphériques,Hauts-de-France,En ligne,13,39.99,15,441.89
VNT00343,2024-09-30,CLI0187,Webcam HD,Vidéo,Hauts-de-France,Magasin,1,79.99,20,63.99
VNT00344,2024-02-13,CLI0056,Écran 4K,Affichage,Grand Est,En ligne,4,449.99,15,1529.97
VNT00345,2024-09-08,CLI0088,Disque SSD 1TB,Stockage,Hauts-de-France,Revendeur,6,99.99,15,509.95
VNT00346,2024-09-25,CLI0018,Webcam HD,Vidéo,Occitanie,En ligne,14,79.99,10,1007.87
VNT00347,2024-07-09,CLI0002,Casque audio,Audio,Île-de-France,B2B Direct,5,129.99,15,552.46
VNT00348,2024-05-31,CLI0154,Souris sans fil,Périphériques,Normandie,Magasin,12,39.99,0,479.88
VNT00349,2024-07-07,CLI0189,Clavier mécanique,Périphériques,Île-de-France,Magasin,9,89.99,20,647.93
VNT00350,2024-10-02,CLI0115,Écran 4K,Affichage,Grand Est,B2B Direct,4,449.99,5,1709.96
VNT00351,2024-03-15,CLI0037,Souris sans fil,Périphériques,Auvergne-Rhône-Alpes,Revendeur,1,39.99,0,39.99
VNT00352,2024-02-23,CLI0093,Clavier mécanique,Périphériques,Bretagne,Revendeur,4,89.99,15,305.97
VNT00353,2024-03-25,CLI0200,Laptop Pro,Informatique,Auvergne-Rhône-Alpes,En ligne,10,1299.99,5,12349.9
VNT00354,2024-06-01,CLI0132,Laptop Pro,Informatique,Normandie,Magasin,7,1299.99,10,8189.94
VNT00355,2024-03-25,CLI0148,Souris sans fil,Périphériques,Occitanie,En ligne,6,39.99,10,215.95
VNT00356,2024-09-21,CLI0089,Tablette graphique,Création,Bretagne,Magasin,11,249.99,15,2337.41
VNT00357,2024-12-23,CLI0153,Hub USB-C,Connectique,Bretagne,B2B Direct,10,49.99,15,424.92
VNT00358,2024-12-12,CLI0006,Imprimante laser,Impression,Occitanie,Magasin,9,349.99,0,3149.91
VNT00359,2024-01-14,CLI0065,Disque SSD 1TB,Stockage,Hauts-de-France,En ligne,15,99.99,5,1424.86
VNT00360,2024-02-04,CLI0033,Disque SSD 1TB,Stockage,Auvergne-Rhône-Alpes,Revendeur,7,99.99,20,559.94
VNT00361,2024-06-30,CLI0016,Hub USB-C,Connectique,Hauts-de-France,Revendeur,14,49.99,20,559.89
VNT00362,2024-04-08,CLI0119,Webcam HD,Vidéo,Grand Est,Revendeur,4,79.99,0,319.96
VNT00363,2024-08-22,CLI0007,Souris sans fil,Périphériques,Bretagne,Revendeur,14,39.99,20,447.89
VNT00364,2024-03-07,CLI0136,Souris sans fil,Périphériques,Grand Est,Magasin,8,39.99,5,303.92
VNT00365,2024-10-06,CLI0012,Écran 4K,Affichage,Auvergne-Rhône-Alpes,Revendeur,8,449.99,15,3059.93
VNT00366,2024-08-03,CLI0009,Laptop Pro,Informatique,Hauts-de-France,Revendeur,14,1299.99,5,17289.87
VNT00367,2024-01-07,CLI0160,Casque audio,Audio,Occitanie,En ligne,8,129.99,15,883.93
VNT00368,2024-04-07,CLI0019,Webcam HD,Vidéo,Occitanie,Revendeur,5,79.99,20,319.96
VNT00369,2024-06-15,CLI0111,Webcam HD,Vidéo,Provence-PACA,B2B Direct,1,79.99,10,71.99
VNT00370,2024-01-27,CLI0141,Clavier mécanique,Périphériques,Provence-PACA,B2B Direct,5,89.99,20,359.96
VNT00371,2024-02-19,CLI0018,Imprimante laser,Impression,Grand Est,Magasin,6,349.99,5,1994.94
VNT00372,2024-02-15,CLI0146,Webcam HD,Vidéo,Normandie,B2B Direct,3,79.99,15,203.97
VNT00373,2024-09-06,CLI0086,Imprimante laser,Impression,Provence-PACA,B2B Direct,6,349.99,0,2099.94
VNT00374,2024-06-08,CLI0199,Souris sans fil,Périphériques,Occitanie,Magasin,14,39.99,10,503.87
VNT00375,2024-08-05,CLI0145,Hub USB-C,Connectique,Occitanie,En ligne,15,49.99,20,599.88
VNT00376,2024-11-08,CLI0094,Tablette graphique,Création,Occitanie,En ligne,6,249.99,15,1274.95
VNT00377,2024-07-14,CLI0029,Souris sans fil,Périphériques,Auvergne-Rhône-Alpes,B2B Direct,12,39.99,20,383.9
VNT00378,2024-12-16,CLI0163,Clavier mécanique,Périphériques,Île-de-France,Magasin,1,89.99,10,80.99
VNT00379,2024-10-17,CLI0049,Laptop Pro,Informatique,Occitanie,B2B Direct,9,1299.99,0,11699.91
VNT00380,2024-11-16,CLI0068,Webcam HD,Vidéo,Auvergne-Rhône-Alpes,En ligne,12,79.99,10,863.89
VNT00381,2024-10-26,CLI0105,Hub USB-C,Connectique,Hauts-de-France,Magasin,11,49.99,5,522.4
VNT00382,2024-03-16,CLI0134,Écran 4K,Affichage,Bretagne,En ligne,1,449.99,20,359.99
VNT00383,2024-12-14,CLI0159,Écran 4K,Affichage,Occitanie,Revendeur,6,449.99,0,2699.94
VNT00384,2024-03-12,CLI0108,Tablette graphique,Création,Hauts-de-France,Magasin,12,249.99,0,2999.88
VNT00385,2024-04-05,CLI0151,Tablette graphique,Création,Normandie,Magasin,5,249.99,0,1249.95
VNT00386,2024-12-24,CLI0003,Tablette graphique,Création,Provence-PACA,Magasin,7,249.99,5,1662.43
VNT00387,2024-05-29,CLI0117,Hub USB-C,Connectique,Bretagne,En ligne,1,49.99,10,44.99
VNT00388,2024-06-23,CLI0189,Clavier mécanique,Périphériques,Provence-PACA,En ligne,1,89.99,20,71.99
VNT00389,2024-10-15,CLI0035,Casque audio,Audio,Auvergne-Rhône-Alpes,Magasin,8,129.99,15,883.93
VNT00390,2024-07-29,CLI0160,Écran 4K,Affichage,Normandie,En ligne,15,449.99,10,6074.87
VNT00391,2024-10-07,CLI0184,Imprimante laser,Impression,Grand Est,B2B Direct,7,349.99,20,1959.94
VNT00392,2024-10-12,CLI0125,Imprimante laser,Impression,Auvergne-Rhône-Alpes,Magasin,14,349.99,10,4409.87
VNT00393,2024-12-17,CLI0165,Casque audio,Audio,Provence-PACA,Magasin,6,129.99,15,662.95
VNT00394,2024-01-28,CLI0178,Disque SSD 1TB,Stockage,Auvergne-Rhône-Alpes,Revendeur,13,99.99,5,1234.88
VNT00395,2024-01-12,CLI0082,Écran 4K,Affichage,Auvergne-Rhône-Alpes,En ligne,15,449.99,20,5399.88
VNT00396,2024-09-04,CLI0048,Clavier mécanique,Périphériques,Hauts-de-France,Revendeur,10,89.99,5,854.9
VNT00397,2024-01-18,CLI0111,Webcam HD,Vidéo,Île-de-France,En ligne,12,79.99,15,815.9
VNT00398,2024-08-21,CLI0116,Clavier mécanique,Périphériques,Île-de-France,Magasin,2,89.99,10,161.98
VNT00399,2024-04-10,CLI0059,Imprimante laser,Impression,Provence-PACA,Magasin,11,349.99,20,3079.91
VNT00400,2024-12-04,CLI0075,Tablette graphique,Création,Occitanie,En ligne,15,249.99,0,3749.85
VNT00401,2024-10-01,CLI0133,Clavier mécanique,Périphériques,Bretagne,Magasin,4,89.99,0,359.96
VNT00402,2024-05-13,CLI0087,Tablette graphique,Création,Normandie,Revendeur,13,249.99,20,2599.9
VNT00403,2024-08-13,CLI0045,Tablette graphique,Création,Île-de-France,Magasin,4,249.99,20,799.97
VNT00404,2024-07-25,CLI0170,Souris sans fil,Périphériques,Normandie,Magasin,3,39.99,5,113.97
VNT00405,2024-06-12,CLI0120,Imprimante laser,Impression,Provence-PACA,B2B Direct,14,349.99,20,3919.89
VNT00406,2024-09-11,CLI0034,Webcam HD,Vidéo,Hauts-de-France,Revendeur,7,79.99,0,559.93
VNT00407,2024-02-27,CLI0199,Casque audio,Audio,Occitanie,Revendeur,15,129.99,20,1559.88
VNT00408,2024-02-23,CLI0078,Écran 4K,Affichage,Provence-PACA,B2B Direct,15,449.99,20,5399.88
VNT00409,2024-07-02,CLI0157,Clavier mécanique,Périphériques,Île-de-France,Magasin,14,89.99,20,1007.89
VNT00410,2024-05-18,CLI0077,Tablette graphique,Création,Bretagne,Revendeur,11,249.99,15,2337.41
VNT00411,2024-01-02,CLI0185,Hub USB-C,Connectique,Île-de-France,Magasin,7,49.99,10,314.94
VNT00412,2024-10-30,CLI0063,Webcam HD,Vidéo,Grand Est,Revendeur,2,79.99,20,127.98
VNT00413,2024-07-01,CLI0157,Souris sans fil,Périphériques,Auvergne-Rhône-Alpes,Revendeur,15,39.99,0,599.85
VNT00414,2024-01-06,CLI0198,Disque SSD 1TB,Stockage,Auvergne-Rhône-Alpes,B2B Direct,11,99.99,10,989.9
VNT00415,2024-07-24,CLI0086,Disque SSD 1TB,Stockage,Grand Est,B2B Direct,9,99.99,15,764.92
VNT00416,2024-10-15,CLI0168,Écran 4K,Affichage,Normandie,Revendeur,14,449.99,0,6299.86
VNT00417,2024-11-24,CLI0178,Souris sans fil,Périphériques,Île-de-France,Revendeur,11,39.99,0,439.89
VNT00418,2024-01-13,CLI0119,Imprimante laser,Impression,Grand Est,Revendeur,11,349.99,15,3272.41
VNT00419,2024-02-23,CLI0064,Imprimante laser,Impression,Bretagne,B2B Direct,13,349.99,10,4094.88
VNT00420,2024-12-09,CLI0187,Webcam HD,Vidéo,Île-de-France,B2B Direct,1,79.99,10,71.99
VNT00421,2024-03-30,CLI0142,Casque audio,Audio,Bretagne,En ligne,6,129.99,5,740.94
VNT00422,2024-02-06,CLI0198,Tablette graphique,Création,Provence-PACA,Revendeur,9,249.99,20,1799.93
VNT00423,2024-10-12,CLI0168,Hub USB-C,Connectique,Île-de-France,Magasin,10,49.99,0,499.9
VNT00424,2024-01-17,CLI0161,Tablette graphique,Création,Occitanie,En ligne,1,249.99,5,237.49
VNT00425,2024-05-12,CLI0042,Imprimante laser,Impression,Bretagne,Magasin,1,349.99,0,349.99
VNT00426,2024-01-18,CLI0147,Tablette graphique,Création,Hauts-de-France,Revendeur,3,249.99,10,674.97
VNT00427,2024-12-01,CLI0194,Tablette graphique,Création,Île-de-France,B2B Direct,3,249.99,15,637.47
VNT00428,2024-01-05,CLI0167,Tablette graphique,Création,Provence-PACA,Revendeur,4,249.99,20,799.97
VNT00429,2024-12-08,CLI0045,Souris sans fil,Périphériques,Provence-PACA,En ligne,2,39.99,0,79.98
VNT00430,2024-09-01,CLI0015,Écran 4K,Affichage,Provence-PACA,En ligne,1,449.99,15,382.49
VNT00431,2024-10-29,CLI0029,Disque SSD 1TB,Stockage,Île-de-France,En ligne,2,99.99,0,199.98
VNT00432,2024-06-01,CLI0009,Hub USB-C,Connectique,Grand Est,Magasin,3,49.99,0,149.97
VNT00433,2024-07-23,CLI0028,Laptop Pro,Informatique,Provence-PACA,B2B Direct,14,1299.99,15,15469.88
VNT00434,2024-02-23,CLI0165,Laptop Pro,Informatique,Occitanie,Magasin,1,1299.99,20,1039.99
VNT00435,2024-01-28,CLI0026,Clavier mécanique,Périphériques,Provence-PACA,B2B Direct,2,89.99,0,179.98
VNT00436,2024-12-04,CLI0143,Casque audio,Audio,Auvergne-Rhône-Alpes,B2B Direct,1,129.99,20,103.99
VNT00437,2024-09-06,CLI0187,Imprimante laser,Impression,Occitanie,Magasin,5,349.99,20,1399.96
VNT00438,2024-10-30,CLI0063,Souris sans fil,Périphériques,Occitanie,Magasin,2,39.99,15,67.98
VNT00439,2024-05-12,CLI0171,Webcam HD,Vidéo,Hauts-de-France,Revendeur,9,79.99,10,647.92
VNT00440,2024-09-01,CLI0019,Écran 4K,Affichage,Occitanie,B2B Direct,5,449.99,20,1799.96
VNT00441,2024-04-01,CLI0179,Hub USB-C,Connectique,Occitanie,Revendeur,10,49.99,5,474.91
VNT00442,2024-09-04,CLI0112,Clavier mécanique,Périphériques,Grand Est,Magasin,14,89.99,10,1133.87
VNT00443,2024-02-04,CLI0066,Laptop Pro,Informatique,Bretagne,Revendeur,5,1299.99,10,5849.95
VNT00444,2024-08-27,CLI0133,Hub USB-C,Connectique,Occitanie,B2B Direct,5,49.99,15,212.46
VNT00445,2024-02-15,CLI0008,Imprimante laser,Impression,Bretagne,Magasin,5,349.99,0,1749.95
VNT00446,2024-01-16,CLI0144,Hub USB-C,Connectique,Île-de-France,Revendeur,6,49.99,20,239.95
VNT00447,2024-09-22,CLI0112,Tablette graphique,Création,Auvergne-Rhône-Alpes,Magasin,5,249.99,10,1124.96
VNT00448,2024-11-11,CLI0107,Webcam HD,Vidéo,Hauts-de-France,Revendeur,4,79.99,5,303.96
VNT00449,2024-08-11,CLI0137,Laptop Pro,Informatique,Normandie,B2B Direct,11,1299.99,5,13584.9
VNT00450,2024-03-31,CLI0131,Souris sans fil,Périphériques,Auvergne-Rhône-Alpes,Revendeur,8,39.99,20,255.94
VNT00451,2024-02-12,CLI0188,Souris sans fil,Périphériques,Occitanie,Magasin,4,39.99,5,151.96
VNT00452,2024-12-02,CLI0163,Casque audio,Audio,Bretagne,Revendeur,8,129.99,15,883.93
VNT00453,2024-12-24,CLI0115,Imprimante laser,Impression,Auvergne-Rhône-Alpes,En ligne,13,349.99,15,3867.39
VNT00454,2024-09-24,CLI0096,Hub USB-C,Connectique,Occitanie,En ligne,14,49.99,20,559.89
VNT00455,2024-10-31,CLI0013,Imprimante laser,Impression,Provence-PACA,B2B Direct,14,349.99,5,4654.87
VNT00456,2024-06-09,CLI0057,Hub USB-C,Connectique,Hauts-de-France,En ligne,2,49.99,5,94.98
VNT00457,2024-03-31,CLI0185,Disque SSD 1TB,Stockage,Normandie,En ligne,1,99.99,0,99.99
VNT00458,2024-01-23,CLI0065,Écran 4K,Affichage,Provence-PACA,Magasin,13,449.99,10,5264.88
VNT00459,2024-07-04,CLI0142,Disque SSD 1TB,Stockage,Normandie,Magasin,6,99.99,15,509.95
VNT00460,2024-08-12,CLI0126,Tablette graphique,Création,Bretagne,Revendeur,2,249.99,10,449.98
VNT00461,2024-01-07,CLI0067,Écran 4K,Affichage,Hauts-de-France,Revendeur,2,449.99,0,899.98
VNT00462,2024-08-23,CLI0018,Imprimante laser,Impression,Grand Est,En ligne,13,349.99,20,3639.9
VNT00463,2024-08-16,CLI0050,Disque SSD 1TB,Stockage,Bretagne,B2B Direct,13,99.99,20,1039.9
VNT00464,2024-06-02,CLI0144,Souris sans fil,Périphériques,Provence-PACA,Magasin,12,39.99,20,383.9
VNT00465,2024-03-09,CLI0034,Tablette graphique,Création,Occitanie,En ligne,10,249.99,10,2249.91
VNT00466,2024-07-20,CLI0083,Casque audio,Audio,Normandie,B2B Direct,11,129.99,15,1215.41
VNT00467,2024-06-04,CLI0148,Hub USB-C,Connectique,Auvergne-Rhône-Alpes,B2B Direct,12,49.99,10,539.89
VNT00468,2024-01-10,CLI0100,Tablette graphique,Création,Provence-PACA,B2B Direct,11,249.99,20,2199.91
VNT00469,2024-12-02,CLI0042,Souris sans fil,Périphériques,Hauts-de-France,Magasin,7,39.99,10,251.94
VNT00470,2024-10-29,CLI0146,Écran 4K,Affichage,Hauts-de-France,Revendeur,4,449.99,15,1529.97
VNT00471,2024-12-21,CLI0198,Hub USB-C,Connectique,Île-de-France,En ligne,13,49.99,20,519.9
VNT00472,2024-11-05,CLI0024,Hub USB-C,Connectique,Auvergne-Rhône-Alpes,En ligne,14,49.99,10,629.87
VNT00473,2024-02-13,CLI0078,Clavier mécanique,Périphériques,Normandie,Magasin,2,89.99,10,161.98
VNT00474,2024-03-11,CLI0081,Casque audio,Audio,Grand Est,B2B Direct,1,129.99,20,103.99
VNT00475,2024-06-13,CLI0160,Laptop Pro,Informatique,Normandie,En ligne,15,1299.99,5,18524.86
VNT00476,2024-05-25,CLI0072,Clavier mécanique,Périphériques,Grand Est,En ligne,14,89.99,0,1259.86
VNT00477,2024-07-19,CLI0168,Laptop Pro,Informatique,Bretagne,Revendeur,14,1299.99,0,18199.86
VNT00478,2024-11-25,CLI0173,Souris sans fil,Périphériques,Occitanie,Magasin,11,39.99,0,439.89
VNT00479,2024-01-04,CLI0106,Clavier mécanique,Périphériques,Normandie,Magasin,15,89.99,10,1214.87
